business_id,similar_1,similar_2,similar_3
-o0NsIlI4n-qaGThHzJ0Dw,Bagley's Grill - Middleburg Heights,Frankie's Wok - Brecksville,Banana Blossom Thai Cuisine - Cleveland
-vDDh94UcgxSNjMzi4UDBA,Taco Tonto's - Kent,Cozumel - Brunswick,Las Dos Fronteras - Cleveland
-z_DR7omzpcR__l7MbDu0A,Mad Jack's Grill & Pub - Aurora,Little Hong Kong - Cleveland,Cravings Cafe - Rocky River
02AVQHu7QOpfa0Mz--DQQg,Giovannis Ristorante - Beachwood,Golden Corral - Northfield,Mom's Deli & Grill - North Royalton
02E9r4BQzVrA76Bf7G-KMw,Citizen Pie - Cleveland,Sweet Basil Neapolitan Style Pizzeria - Westlake,PIZZAFIRE - Cleveland
03W4GFc3Ll01kxI7BPxRww,IHOP - Avon,Olive Garden Italian Restaurant - Beachwood,IHOP - Cleveland
06LmLcjFUb6b1HmhNllJZg,Thai Kitchen - Lakewood,Szechuan Gourmet - Cleveland,Lotus Thai House - Cleveland Heights
06X34OSshQJPDiyUDHtS0A,Continental Cuisine - Fairlawn,TJ's Butcher Block & Deli - Lakewood,Glenwillow Grille - Solon
0BO3-F1y7nyTEmqb_ZivzA,Ziggy's Pub & Restaurant - Amherst,Simply Greek - Bainbridge,Mustard Seed Market - Solon
0FXAHiDs1Fkr3V_kK8b1SA,Fat Cats - Cleveland,Canarys - North Olmsted,Freshly's - Willoughby
0G-WFdOu3_KW3mBZJQq5Cg,Girves Brown Derby - Cleveland,Southside Diner - Parma,Rush Inn - Lakewood
0IYsvn19i1xY9kw-TrD2sw,The Boneyard Beer Farm & Mesquite Grill - Broadview Heights,Ken Stewart's East Bank - Cleveland,Sammy's Beach Bar & Grill - Cleveland
0LAjD6m5LjiSbiajp2SR4Q,Café Bon Appétit - Cleveland Heights,Phoenix Coffee Bar - Cleveland,The Side Quest - Lakewood
0NDbUCHi9YsRwgG3iZO8Kg,Chen's Garden - Cuyahoga Falls,Szechwan Garden - Lakewood,Mentor Family Restaurant - Mentor
0P9PCKJBC3TY9Ifcw4Y7Mw,Burntwood Tavern - Cuyahoga Falls,1890 at the Arcade - Cleveland,Barrio - Cleveland Heights
0VJ8tBxOpD2OxuioVjaAxA,Nazca Bar & Grill - Eastlake,Wasabi Japanese Steakhouse - Independence,La Plaza Supermarket - Cleveland
0ZN2MfHyjNIkCx7qJvVhDg,Trader Jack's Riverside Grille - Eastlake,Cibo Homemade Pasta & Grille - Chagrin Falls,Latitude 41n - Cleveland
0ZPuFZMMYfRa3FRfjddCDA,Steve's Gyros - Cleveland,Jaipur Junction - Hudson,Golden Corral - Northfield
0ZZIqTdEb7yUa13QZLKuGQ,Yours Truly Restaurants - Beachwood,Harry Buffalo - Cleveland,Rocky River Brewing Company - Rocky River
0gbi6kYiAOnFwfZ_2_dXSA,Muldoon's Saloon & Eatery - Cleveland,Don Tequila - Amherst,Kosar's Wood-Fired Grill - Northfield
0i95sgY7pzYW9k88SOVJ8A,Hot Or Mild - Mayfield Heights,Roxu Fusion - Lakewood,Chowder House Cafe - Cuyahoga Falls
0jHZk9RrKh0uRhTRW1XIqQ,Mint Cafe - Cleveland Heights,Cafe Tandoor - Cleveland Heights,High Thai'd - Cleveland Heights
0k9yGNjHyXaniwK5pfe1iA,Winking Lizard Tavern - Macedonia,Chipotle Mexican Grill - Macedonia,Fresh Start Diner - Twinsburg
0mS42KOASlBugoM-SAc7gQ,D'Angelo's Italian Ristorante - Twinsburg,Aladdin's Eatery - Cleveland,Gran Fiesta Mexican Restaurant - Strongsville
0nquGuiW0SONs3R89gSi1Q,Souper Market - Lakewood,Inchin's Bamboo Garden - Cleveland,Bakersfield - Cleveland
0qsarzXaZau8REdE0rToxA,PIZZAFIRE - Woodmere,Valentino's Pizza - Cleveland,Rascal House Pizza - Cleveland
0rN_o7_IfshAHQwzMUK8nA,Chipotle Mexican Grill - Avon,Chipotle Mexican Grill - Warrensville Heights,Chipotle Mexican Grill - Lakewood
0uwQIGlKICIYuRtayVnh7g,El Jalapeños - Cleveland,Fuji Grill Buffet - Parma,Dave's Cosmic Subs - Chagrin Falls
0youcKV6-eE3F2MQj1l6Fw,Fire - Cleveland,L.A. Pete's - Independence,Feng Lz Habachi Sushi & Bar - Broadview Heights
10Jk5ilimXrfAq8JJ1gISg,Great Wall China Buffet - North Olmsted,Dolphin Family Restaurant - Northfield,Morton's The Steakhouse - Cleveland
112pGcb0ZB666d_IwFt4jA,Kenko Sushi & Teriyaki - Cleveland,Bogtrotters Doorstep - Cleveland,Istanbul Mediterranean Grill - Avon
14AWgEFR1bFK8rEhJwIvFA,Steak 'n Shake - Brunswick,BJ's Restaurant & Brewhouse - Mentor,Felice - Cleveland
15gg-_KO3rq1fmrfMRaXZQ,Shinano Sushi Bar & Japanese Cuisine - Solon,Saffron Patch - Beachwood,Saigon Grille - Cleveland
1D7U-KEvoQDqWJNiYTNbZg,J. Gumbo's - Cleveland,Jackie Chen Dragon Tower Restaurant - Cleveland,Old Carolina Barbecue Company - Strongsville
1FGe55e-ZPkumoBK7cyjnA,Cozumel - Broadview Heights,Johnnys Diner - Hudson,Compadres - Painesville
1ForN8iXqYZ_dZZcOkvVeA,Brewster's - Twinsburg,Brick House Tavern + Tap - Cuyahoga Falls,Margaritaville - Cleveland
1JUSswQgG0bBA0nFtVu1Cw,Chipotle Mexican Grill - Macedonia,Chipotle Mexican Grill - Avon,Chipotle Mexican Grill - Lakewood
1KRnx1P4gYlkpmezGTERaA,Hofbrauhaus Cleveland - Cleveland,Zoma Ethiopian Restaurant - Cleveland Heights,Music Box Supper Club - Cleveland
1Mf0UInsuxMNfJjzy0rTBQ,Pub Frato - Concord,IHOP - Cleveland,Felice - Cleveland
1NNBpiQ3rUT-7T8ch45SVA,Casa D'angelo Restaurant - Macedonia,Panera Bread - Lakewood,Strip - Avon
1P4VWKDPCNAyw_OSI56XWQ,The Mad Greek - Cleveland Heights,Corky and Lenny's - Woodmere Village,Ninja City Kitchen and Bar - Cleveland
1Pv6zuTjtDynP8T1zJhGTg,Brickstone - Cleveland,The Tavern of Stow - Stow,Ricks Cafe - Chagrin Falls
1RROh1rSDB4ASIZ-kwxT2w,Great Scott Tavern - Euclid,Tandul - Cleveland,Texas de Brazil - Westlake
1RgX-EAQrGoPMvy9ntEXsw,Valentino's Pizza - Cleveland,3 Palms Pizzeria - Westlake,Giuseppe's Pizza & Subs - Wickliffe
1YGQsn4AHPbcVsRmHqbeqQ,B Spot - Strongsville,Fresh & Meaty Burgers - Cleveland Heights,Swensons Drive-In Restaurants - Stow
1bCitUM1BpqnaekkqJsVdQ,Tavern Six - Kirtland,Steak 'n Shake - Willoughby,Tavern Of Little Italy - Cleveland
1d-bskPWu2zKZSEa2-4kfA,Lagerheads - Medina,Gyro Guys - Cleveland,River Dog Cafe - Rocky River
1gQrMs-I8oKg2p-iRxznzQ,Souper Market - Lakewood,Dickey's BBQ Pit - Parma,My Thai - Chesterland
1m64tGebPkXNWuv2bXCTeQ,Bodega Restaurant & Lounge - Cleveland Heights,Yard House - Westlake,Crop Bistro & Bar - Cleveland
1u4EvujoBP37oEL4SGLpgA,Kleifelds Restaurant - Willoughby,JACK Cleveland Casino - Cleveland,The Treehouse - Cleveland
1v9TVINzMod7JfSQI7Aayw,"First Watch - Breakfast, Brunch & Lunch - Cuyahoga Falls",Trivs - Strongsville,Corky and Lenny's - Woodmere Village
1vEBp-YeAvqg1w19GzYg9w,Cracker Barrel Old Country Store - Brooklyn,Skyline Chili - Lyndhurst,Ninja City Kitchen and Bar - Cleveland
1veVZUawy7IhIc5oDpRRQA,Pari Authentic Indian Cuisine - Chesterland,Barabicu Smokehouse - Parma,Skyline Chili - Brooklyn
1wAIVR71cLfupzNsk13Ryg,Chipotle Mexican Grill - Cleveland,The Stone Oven Bakery & Cafe - Woodmere,Chipotle Mexican Grill - Macedonia
1zKjojtmAHuVOHhtGVxC2Q,Cleveland Airport Marriott - Cleveland,Riverwood Cafe - Lakewood,The Treehouse - Cleveland
2-9wu090DJutG_MPUgPWQw,Phoenix Express - Stow,Boaz Cafe - Cleveland,Taydo Vietnamese & Chinese Restaurant - Parma
228mfqUuGbnCs1kiupJXZw,La Taqueria - Richmond Heights,Hanabi Japanese Restaurant - Cleveland,Enso: Rolls & Bowls - Fairlawn
24t7-XcaR6yJi_20CPoB2Q,Moosehead Saloon - Westlake,Tip Top Restaurant & Catering - Stow,Ironwood Cafe - Westlake
26Uk74dNTGysPq2ceaj2OA,Puente Viejo - Cleveland,Momocho - Cleveland,Bonbon Pastry and Cafe - Cleveland
277ETKOLg1XreTWL8hGlHw,Nuevo Acapulco - North Olmsted,Xinji Noodle Bar - Cleveland,Thai Chili - Avon Lake
28GeAA6PjuHmqgMmp1E2Uw,SB Eightyone - Westlake,Pastina Rustic Italian - Mentor,Latitude 41n - Cleveland
2A1wvIFdKQZZe-vtTO7olQ,Jo Jo Carloni's - Olmsted Falls,Wood & Wine - Avon,Maxi's - Cleveland
2ALi7ZYvil-BAXFa3CMUyA,El Campesino - Stow,Roly Poly - Mayfield Heights,El Camino - Aurora
2AS4HuJJHTBG6R8D9ldrdA,Parker's Downtown - Cleveland,Larb Thai Restaurant - Brunswick,Xinji Noodle Bar - Cleveland
2CmLLrNHS_IBxzFllXx83g,Gray Dog Diner - Lakewood,Bay Diner - Bay Village,Mavis Winkle's Irish Pub - Independence
2F6dAex41iqsoxjSX4xAZA,Maya - Berea,Peachtree Southern Kitchen & Cocktails - Hudson,Wild Ginger China Bistro - Cleveland
2I7QtHJI-izdThjghMaT1g,Anthonys of Little Italy - Cleveland,D'Angelo's Italian Ristorante - Twinsburg,Dominic's Santos - Cleveland
2JeciNHrJE_tI-o2tUCu5w,India Garden - Lakewood,Porcelli's Italian Bistro - Cleveland,Phnom Penh - Cleveland
2JsLzYF8rUalwpm5LDEcog,Green Rooster Farms - Cleveland,Hot Or Mild - Mayfield Heights,Square 22 - Strongsville
2L0I4w2_32aVJq-IzhZSig,Parkview Nite Club - Cleveland,Winking Lizard Tavern - Independence,Nickleby's Roundbar - Willoughby
2MnNaZcNG_2whC9NyL4qgA,Big Al's Diner - Cleveland,Chipotle Mexican Grill - Cleveland,Hofbrauhaus Cleveland - Cleveland
2S1s1gKstsgRtUTVxKO79w,Sittoo's Pita & Salad - North Olmsted,Chicago Deli - Solon,Tartine Bistro & Wine Bar - Rocky River
2VEa7rpo68KG0_5pBj0dFA,Pizzazz Pizza & Dining Room - Mayfield Village,Antonio's - Parma,Wood & Wine - Avon
2alo9GzeOsbg4jeKYFQmxQ,Caffe Roma - Cleveland,Sorrento Ristorante & Pizzeria - Sheffield Village,Pepper's Italian Restaurant - Lakewood
2jzM7PSeG8OwZ5EvocCpQA,Chipotle Mexican Grill - Cleveland,Mulligans Pub and Grill - Avon,Zoma Ethiopian Restaurant - Cleveland Heights
2lcK3d4K7FU6O8wXdWzOmA,Ninja City Kitchen and Bar - Cleveland,El Campesino Mexican Restaurant - Streetsboro,Vieng's Asian Bistro - Westlake
2nn6Sx5EFpzFbsy5cJYHUg,Bar Louie - Cleveland,Steak 'n Shake - Macedonia,Bar Louie - Westlake
2og7CivCoU54PKpvlvxOYw,Calavittas Pizza Time - Mentor,Tony Sacco's Coal Oven Pizza - Mentor,Vero Pizza Napoletana - Cleveland Heights
2r9U0--QqAK0JjL8vxB7mA,Doogan's of Aurora - Aurora,Eat At Joe's - Cleveland,Winking Lizard Tavern - Avon
2rYgDcy0LM1-kj9oCphCQw,Namaste India Garden - Lakewood,Arrabiata's Italian Restaurant - Cleveland,Han Chinese Kabob & Grill - Cleveland
2tfMXjOotr1r168mVttUmQ,Bearden's Restaurant - Rocky River,Rays Place - Kent,Jammy Buggars - Lakewood
309bnXTHirKMU6wz1HwRjQ,Townhall - Cleveland,Flannery's Pub - Cleveland,Two Bucks North Olmsted - North Olmsted
30fH0eHUXorWSR2-C4PuiA,Earth Bistro Cafe - Cleveland,Wild Fusion - Brunswick,Chick-fil-A - Strongsville
39nJBipHiWpGzRUTtDCzFA,Tilted Kilt Pub & Eatery - Cleveland,Euro Wafel Bar - Cleveland,House of Blues - Music Venue - Cleveland
3KzzG6dw5aN9eIo3cGHaSA,Ohio Brewing Company - Cuyahoga Falls,Steak 'n Shake - Macedonia,Buffalo Wild Wings - Cleveland
3LtH0YjJQGiIRSXI-SsKtQ,Open Door Coffee Company - Hudson,Young's Sushi - Willoughby,Ginger Sushi Burrito and Hibachi - Mentor
3N6cRLLJnrFU31G66WHlfQ,Dave's Cosmic Subs - Westlake,La Kabob Lebanese Grill - Strongsville,Sangria y Tapas Bar & Restaurant - Westlake
3NSeHqI4QrXx8Smw2j662w,Burntwood Tavern - Solon,Foundry Kitchen and Bar - Elyria,Luxe Kitchen & Lounge - Cleveland
3OCgpAos1gmS4rbWTIjmsQ,Cracker Barrel Old Country Store - Brooklyn,Vieng's Asian Bistro - Westlake,Mi Pueblo - Cleveland
3Ru4sC1V9PB1ezIqvt9Isg,Burntwood Tavern - Cuyahoga Falls,Winners Sports Bar & Grill - Cleveland,Granite City Food & Brewery - Lyndhurst
3XJlYjQ4Sp4F6T-L-AKm8A,Brew Garden - Strongsville,Cleats-Strongsville - Strongsville,Winking Lizard Tavern - Lakewood
3a9VwysYDeUBBAS7xiJOJw,Bar 145 - Avon - Avon,Bar 145 - Kent,Hudson's Restaurant & Catering - Hudson
3dMAswAQk0ehFvuE8V8RDA,Jukebox - Cleveland,Simply Greek - Bainbridge,Old Fashion Hot Dogs - Cleveland
3drQZjrvh8EOJe5aSwYE5w,Hunan Coventry - Cleveland Heights,Otani Noodle - Cleveland,5th Avenue Deli & Grill - Cleveland
3r_y_cjRlobJNApmXDJoRg,Ty Fun Thai Bistro - Cleveland,West Side Market Café - Cleveland,Inchin's Bamboo Garden - Cleveland
3ropqVM-UMYXun6WGbi1hA,Los Arcos Mexican Restaurant Bar and Grill - Cleveland,LongHorn Steakhouse - Cuyahoga Falls,Bistro On Main - Kent
3sEOltqZs1cjRA4Pqkm_AQ,Burgers-N-Beer - Willoughby,Bar 145 - Kent,Buckeye Beer Engine - Lakewood
3trdX3B7ZwmO2SKpQ9UJrg,Wahlburgers - Cleveland,Red Robin Gourmet Burgers - Independence,The Rail - Strongsville
3z70db5MNhCBPpIaRCB5nQ,Nick's Gyros - Mentor,Mason's Creamery - Cleveland,Noodlecat - Westlake
423AAbu0yBoDMOeVwnLzkQ,Woodstock BBQ - Lakewood,Taj India Palace - Cleveland,Bombay Grill - Fairlawn
47me-6Zme7RYR0zEonfaHg,LongHorn Steakhouse - Independence,Bravo! Cucina Italiana - Woodmere,Bonefish Grill - Independence
4A1ariVt4NG98LzPjjRpkQ,Chicago's Home of Chicken & Waffles - Cleveland,Cibreo Italian Kitchen - Cleveland,El Carnicero - Lakewood
4GkiahNmE3G3-RFn3xrAYg,Winking Lizard Tavern - Avon,Cleats-Strongsville - Strongsville,The Boneyard Beer Farm & Mesquite Grill - Broadview Heights
4IBXNxLsEcfUIx6LUM2Aqw,Bar Cento - Cleveland,Donte's Restaurant & Pizza Shop - Berea,Cafe Piccolo - Avon
4IdcT63iE5fNrVzayZtKEw,3 Palms Pizzeria - Westlake,Angelo's Pizza - Lakewood,Giuseppe's Pizza & Subs - Wickliffe
4M09MJwxRx8utAgEntFVrQ,Steak 'n Shake - Cleveland,Bar Louie - Westlake,Buffalo Wild Wings - Lyndhurst
4S7vWgarCkYjSaN8vrTV9g,Panera Bread - Lakewood,Trattoria Roman Gardens - Cleveland,Michaelangelo's - Cleveland
4V2KN03EJMzaoOmLOy5UhQ,Holiday Inn Cleveland-Strongsville - Strongsville,Dewey's Coffee House - Cleveland,Tabletop Board Game Cafe - Cleveland
4lCTd6-EzOuKl4YbH9gnxw,Mom's Deli & Grill - North Royalton,Giovannis Ristorante - Beachwood,El Rodeo - North Olmsted
4noRilkKlHiWf_OrqNL3HQ,Flury's Cafe - Cuyahoga Falls,Dave's Cosmic Subs - Westlake,Lehman's Deli - Westlake
4qCYRklxSuTdN2z6dC2KeQ,Pita Pit - Fairview Park,Sun Luck Garden - Cleveland Heights,Hunan Coventry - Cleveland Heights
4sYUOH1R2r4mCCJSjJ66ow,Claddagh Irish Pub - Lyndhurst,Winking Lizard - Brunswick,Smokey Bones Bar & Fire Grill - Mentor
4t6z1AT8qBfwaBm13d1GMA,Tree Huggers Cafe - Berea,Black Dog Kitchen & Bar - Cleveland,Swensons Drive-In - West Akron
4v_RbefzvGkixXXJkn-bzw,CoreLife Eatery - Strongsville,Chen's Garden - Cuyahoga Falls,Chick-fil-A - Strongsville
4w3CXzYFboPjsjDHIXyVLg,Dervish Mediterranean & Turkish Grill - Avon,Chipotle Mexican Grill - Cleveland,Flying Cranes Cafe - Cleveland
4xnVH2jTVwrsO88q_jHWWw,Tomori's Pizza & Subs - Lakewood,Altieri's Pizza - Stow,PIZZAFIRE - Rocky River
507GRbrr770MTG0lOhlfYA,Dave's Cosmic Subs - Cleveland Heights,Crown of India - Strongsville,Open Door Coffee Company - Hudson
54bBMIoZS2ZBFhvlZalPFQ,Danny Boy's- Chesterland - Chesterland,Donte's Restaurant & Pizza Shop - Berea,Bellacino's Pizza & Grinders - Stow
54kfE6vauORUVUifLagkXQ,Two Bucks - Avon,Winking Lizard Tavern - Beachwood,Market District Strongsville - Strongsville
54ne9NBqgiWQAx0-RrOaFQ,The Mad Greek - Cleveland Heights,New Wong's Chinese Restaurant - WICKLIFFE,Seoul Garden - Parma
5CqM8dr3d3LI_B-1_-5U7A,Maggiano's Little Italy - Beachwood,Samurai Sushi and Steakhouse - Strongsville,Dante - Tremont
5G-i1t7VXLGByswnCKvrDQ,Hatfield's Goode Grub - Cleveland,Bonnie's Bar and Grill - Fairview Park,La Terraza Bar & Grill - Kent
5Gj8twqkHxMunpNJLn5Hjw,Ninja Sushi And Hibachi - Mentor-on-the-Lake,Rebol - Cleveland,Sokolowski's University Inn - Cleveland
5KcrEqWVHrkBH9W8H6cC9w,Pounders Bar & Grill - Cleveland,Luna Bakery Cafe - Cleveland,Seven Roses - Cleveland
5MWWP4Kpmw0e8d2ib9G7Kg,Miles Farmers Market - Solon,Rio Coffee Brewery - Avon Lake,Lehman's Deli - Westlake
5QVozBk6HVJZHA3W-s7aDg,Bubba's Q - Avon,Cozumel - Independence,V's Gourmet - Cleveland
5TdDdgRO028CIuCN-13-9Q,Mary Yoder's Amish Kitchen Bakery & Gifts - Middlefield,Fresco Mexican Grill & Salsa Bar - Kent,Bogtrotters Doorstep - Cleveland
5XLuRoXqafFY_GAQ0D8dWw,Señor Tequila Mexican Grill & Cantina - Cleveland,Denny's - Independence,IHOP - Avon
5YyLWps6xL372Lj2hRlPQw,DiBella's Subs - Strongsville,Jack's Deli & Restaurant - Cleveland,Johnny Mango World Cafe & Bar - Cleveland
5mJlO3oCw_4vvbq1qM6OEg,Umami Moto - Cleveland,Chow Chow Kitchen - Lakewood,Pasta Co-Op - Westlake
5m_xSthxwPoR-XvJvtTeNQ,Master Pizza - Cleveland,Rascal House Pizza - Cleveland,Valentino's Pizza - Cleveland
5qAnki509wBtMeabE3jUHA,Mekong River Restaurant - Cleveland,Pupuseria Katarina - Cleveland,Barabicu Smokehouse - Parma
5rb2tq_AhxQuRYu_bh464g,Cracker Barrel Old Country Store - Brooklyn,Liquid Planet - Cleveland,El Jalapeños - Cleveland
5tlgP7QIvur0lZdPHVhc5w,Chipotle Mexican Grill - Warrensville Heights,Chipotle Mexican Grill - Lakewood,Darby's on Fifty-Nine - Cuyahoga Falls
5ynzVV_kayd5hfv5Kt6Vbg,Helio Terra Vegan Cafe - Cleveland,Burgers 2 Beer - Highland Heights,Whitey's - Richfield
5z0qD9Qftputpv37VjFJPQ,Mekong River Restaurant - Cleveland,Slyman's Restaurant - Cleveland,Mughal Grill - Chester Township
61BtQLwM5QPI9taQ20owVA,Shark's Seafood & Deli - Cleveland,Gyro Guys - Cleveland,Best Gyros - Northfield
63ieHAevJ5szVnClT8FzGQ,Ontario Street Cafe - Cleveland,Leader Bar And Grill - Cleveland,The Side Quest - Lakewood
68kpmZBEb6x7wG1HBeLQ3g,Rise and Dine Cafe - Chesterland,Frankie's Wok - Brecksville,Jackie Chen Dragon Tower Restaurant - Cleveland
6BWIG_RIqNOJHkrXHx_cCg,Mitchell's Homemade Ice Cream - Avon - Avon,Kelly's Cafe - Brunswick,Oggi Ristorante - Broadview Heights
6ExIH5FoPyMRhtz4p-2K1g,Sapporo Sushi - Cleveland,Mapleside Farms - Brunswick,Sushi Rock - Beachwood
6IopPDGcxUp4BD3HL7zJPw,Russo's - Peninsula,Eastland Inn - Berea,West Park Station - Cleveland
6L43ztbQh7OyA1qtPlLgqw,Red Lobster - Mentor,LongHorn Steakhouse - Rocky River,Oak and Embers Tavern - Chesterland
6LtbAtQKXWFj7QcqBnr6SA,Helvetica Juice Bar & Cafe - Lakewood,Jack Flaps - Cleveland,The Melting Pot- Lyndhurst - Lyndhurst
6MlO4sGzERjA8kq5rySspQ,Samurai Sushi and Steakhouse - Strongsville,"First Watch - Breakfast, Brunch & Lunch - Mayfield Heights",Barrio - Cleveland
6OkjUz-I552moryf3qN1Gg,Cafe Melissa - Avon Lake,Paladar Latin Kitchen & Rum Bar - Woodmere,Otani Steakhouse and Sushi - Hudson
6PPoODoXUyMULipVWnpJWw,Szechwan Garden - Lakewood,Cafe Tandoor - Aurora,CoreLife Eatery - Strongsville
6RxtO_MxnLwZ7D7iYDE8Jg,Yours Truly Restaurants - Cleveland,The Pub Beachwood - Beachwood,Jake's On The Lake - Avon Lake
6S0mvMocUHY6g1rIQWKM_w,FlipSide - Chagrin Falls,Grind Burger - Highland Heights,Flip Side - Rocky River
6UXzAVLeWPUIlBtHrbS0-g,Sweet Basil Neapolitan Style Pizzeria - Westlake,Altieri's Pizza - Stow,Dewey's Pizza - Lakewood
6eWtqUKQ73s3xwbT-aYzig,The Jailhouse Taverne - Grafton,Sonic - Mayfield Heights,Two Bucks - Mayfield Heights
6g8S6V0iyYu6QMvt0QfIqA,Bearden's Restaurant - Rocky River,Heck's Café - Avon,Swensons Drive-In - Seven Hills
6gPcuK1mTlJDb3SG7d0q7A,"First Watch - Breakfast, Brunch & Lunch - Solon",Tres Potrillos - Medina,Cuisine of India - Parma Heights
6kD0vTLj3oZJm7kXRSvfKw,Alfredo's at the Inn Italian Restaurant - Mayfield Village,Rizzi's Ristorante & Pizzeria - Copley,Pepper's Italian Restaurant - Lakewood
6lSi4Ho2PpqKtznpQawc-w,Dynomite Burgers & Sushi - Cleveland,Ray's Place - Fairlawn,Harry Buffalo - Highland Heights
6lgkTtACpJR5Kijkc050KQ,Sun Luck Garden - Cleveland Heights,Tea House Noodles - Cleveland,Bo Loong - Cleveland
6pgvIE7A8mCLQf65kVRmdA,Nicky & Smitty's Deli Restaurant - Aurora,Two Bucks - Parma,Grovewood Tavern and Wine Bar - Cleveland
6qL7HYCVN1E0vLfa-S_VlQ,Happy Dog - Cleveland,Dianna's Deli & Restaurant - Lakewood,Restore Cold Pressed - Cleveland
6sCdVRtmhJgNqKh9Vx6JXw,Marble Room Steaks and Raw Bar - Cleveland,Wasabi Japanese Steakhouse - Independence,Fuji Japanese Steakhouse - Mentor
6tK-R3BQ-GiMxsCGtxpJyw,Girves Brown Derby - Streetsboro,Crooked River Bbq + Beer - Lyndhurst,O'Charley's Restaurant & Bar - Strongsville
6tY0tn39Mb8FCLYBAXXOUw,House of Hunan - Fairlawn,China Sea by CSU - Cleveland,Cravings Cafe - Rocky River
6wwz7b5xehEilPx98ZnZtA,Saaj Lebanese Bar & Grill - Solon,Phuel Cafe - Cleveland,Smokey Bones Bar & Fire Grill - North Olmsted
713qzYFUK00yxwRyxsPt7Q,Bar 145 - Avon - Avon,Burgers-N-Beer - Willoughby,Red Robin Gourmet Burgers - Independence
71K20-AiZodl9-i3W9w56A,AJ's Urban Grill - Westlake,Harry Buffalo - North Olmsted,Ruby Tuesday - North Olmsted
74PuNP7egqbaloqDecGsrA,Tadka Restaurant - North Olmsted,The Root Cafe - Lakewood,Original Steaks and Hoagies - Twinsburg
74Q5s1J1xknMX7TAkIPf8w,Harry's Steakhouse & Banquet Center - Independence,LongHorn Steakhouse - Solon,The Cheesecake Factory - Lyndhurst
7AcewhFBJmOV44rDkq_pVQ,Arturo's Bar & Grille - North Olmsted,Gillespie's Map Room - Cleveland,Beerhead Bar & Eatery - Cleveland
7D-ATDP9Ezr1ZehszsotOQ,Molto Bene Italian Eatery - Lakewood,Xinji Noodle Bar - Cleveland,Thai Chili - Avon Lake
7ED5DPk40iqlMpK1E7XoOg,Las Cazuelas - Avon Lake,Moxie - Beachwood,111 Bistro - Medina
7FFlMoNoIW5W3KgCYqknmQ,Jukebox - Cleveland,Riverwood Cafe - Lakewood,The Treehouse - Cleveland
